ndvi,temperature,rainfall,humidity,yield_tph
0.487,21.95,127.62,84.81,1.9
0.374,34.12,66.81,57.8,1.67
0.798,26.54,149.75,58.18,3.73
0.557,27.82,105.73,87.22,2.05
0.304,34.2,75.71,81.61,1.78
0.502,34.18,56.85,46.17,1.8
0.565,21.2,163.1,87.28,3.04
0.265,25.26,199.32,45.96,1.76
0.335,21.26,160.5,79.22,2.51
0.513,26.69,192.82,69.4,2.81
0.289,30.92,126.8,82.56,1.36
0.545,34.7,181.67,49.66,2.63
0.459,33.8,189.58,59.48,2.67
0.321,32.16,184.69,47.95,1.86
0.717,33.77,137.58,67.48,3.21
0.401,33.67,58.36,62.94,1.43
0.274,35.6,68.7,89.51,1.13
0.573,24.33,193.09,65.95,3.29
0.56,34.96,154.67,78.72,2.77
0.587,24.62,56.55,88.72,2.32
0.792,23.61,114.13,82.72,3.88
0.295,33.55,130.59,72.12,2.55
0.783,30.39,112.29,78.0,3.41
0.696,25.2,88.64,84.72,3.06
0.497,34.1,126.33,64.34,2.29
0.485,30.8,109.53,54.75,2.76
0.303,26.34,77.21,84.14,1.19
0.349,32.43,183.24,45.62,1.96
0.632,24.41,151.87,47.35,3.15
0.417,33.96,160.26,56.9,2.17
0.505,29.7,75.19,77.44,2.18
0.334,30.38,188.5,85.87,2.14
0.713,21.31,57.06,80.06,2.72
0.466,34.18,171.97,46.21,2.37
0.792,30.89,65.17,55.57,2.86
0.792,28.19,173.89,87.96,4.21
0.268,28.41,163.84,63.97,1.88
0.332,33.98,142.55,55.24,1.82
0.691,25.91,96.85,74.52,3.21
0.336,29.37,167.72,66.17,2.12
0.705,32.82,105.15,86.21,2.86
0.494,26.18,66.98,49.83,2.22
0.665,34.89,166.04,79.78,2.89
0.763,26.86,172.81,81.11,3.45
0.717,28.62,56.77,75.95,3.27
0.652,21.99,91.65,64.6,2.43
0.41,33.51,195.95,86.69,2.78
0.285,35.95,191.87,64.98,2.28
0.605,33.33,106.33,47.63,2.65
0.568,22.53,140.0,52.4,2.47
0.776,26.34,177.32,76.81,3.87
0.461,21.58,60.91,45.09,1.59
0.627,28.27,126.43,73.2,3.3
0.457,28.88,197.97,73.7,2.0
0.596,25.58,89.91,64.78,2.45
0.345,21.95,101.8,53.49,2.29
0.329,31.98,54.63,87.29,1.77
0.639,27.86,198.93,77.79,3.62
0.504,27.55,156.2,87.47,2.59
0.329,22.95,125.59,45.71,2.08
0.415,22.18,195.89,59.72,2.63
0.602,29.01,77.85,74.32,2.77
0.481,20.53,109.39,89.77,2.56
0.518,26.19,64.6,45.06,2.25
0.336,21.36,75.81,73.75,1.66
0.493,33.44,82.44,57.59,2.37
0.732,28.55,59.28,87.59,3.06
0.739,23.98,136.1,53.23,3.7
0.503,31.43,68.87,71.69,2.52
0.272,20.71,167.43,73.37,1.72
0.672,21.2,125.19,83.38,2.96
0.373,30.02,136.22,46.17,1.63
0.63,20.51,157.9,59.6,3.02
0.624,26.36,139.02,88.76,2.95
0.276,35.42,64.39,86.82,1.54
0.46,30.66,84.36,75.02,1.83
0.679,33.85,188.46,74.47,3.55
0.635,21.48,166.0,55.53,2.55
0.298,35.7,187.7,45.94,1.93
0.254,30.12,104.77,65.54,1.41
0.494,21.53,121.4,45.24,2.21
0.272,28.99,154.14,89.08,1.86
0.748,27.52,161.07,75.8,3.81
0.446,32.56,130.98,63.5,2.0
0.46,32.0,64.6,83.41,1.85
0.51,34.34,163.83,59.75,2.53
0.701,31.11,173.71,67.99,3.88
0.635,33.12,62.61,72.69,3.01
0.75,31.56,104.09,59.3,3.0
0.576,23.82,96.99,50.87,2.31
0.341,20.73,93.36,65.52,2.07
0.514,34.26,186.04,70.95,2.68
0.319,24.7,96.83,72.24,1.35
0.67,21.09,144.34,83.95,2.91
0.614,31.19,119.0,62.18,2.57
0.419,29.15,185.53,67.75,2.6
0.489,20.47,194.89,50.13,3.13
0.524,27.59,96.24,48.68,2.94
0.538,31.55,60.76,54.04,2.29
0.781,28.85,100.34,61.69,3.34
0.364,32.72,134.99,45.12,2.02
0.342,21.49,135.39,61.74,1.74
0.713,35.81,124.23,69.76,3.33
0.668,20.22,85.75,87.35,2.68
0.68,31.15,180.9,85.89,3.17
0.616,20.29,74.38,55.86,2.57
0.647,35.19,75.23,76.1,3.15
0.475,28.66,164.47,58.19,2.62
0.527,22.37,128.98,63.67,2.21
0.571,20.76,55.72,87.28,2.24
0.321,31.88,89.29,79.35,1.86
0.784,22.17,51.02,76.83,3.81
0.706,22.62,107.28,59.27,3.12
0.687,22.61,198.94,61.34,3.58
0.438,21.21,124.54,79.19,2.53
0.612,33.57,123.4,47.94,3.06
0.444,35.3,132.4,45.29,1.97
0.696,29.25,143.17,49.86,2.64
0.263,30.93,116.35,62.64,1.67
0.661,23.6,105.72,79.24,3.16
0.384,27.34,155.01,48.75,3.05
0.78,26.29,109.88,84.95,3.34
0.785,21.62,67.77,73.28,2.94
0.559,20.97,108.31,50.13,2.17
0.253,33.31,149.9,82.46,1.55
0.58,28.72,136.47,57.79,2.89
0.465,27.81,143.29,67.2,2.1
0.763,21.63,115.56,83.51,3.07
0.696,33.74,93.53,53.11,2.92
0.595,31.93,139.24,52.33,3.04
0.697,27.78,79.16,65.01,2.95
0.562,26.78,168.23,70.57,2.66
0.42,23.43,179.4,83.3,2.59
0.513,32.87,125.82,46.27,2.51
0.415,29.02,60.25,51.76,1.77
0.274,29.94,148.54,78.64,1.4
0.303,28.24,138.57,61.89,1.64
0.796,29.52,63.19,75.94,3.02
0.378,26.18,99.62,58.12,2.1
0.52,29.72,181.11,63.08,2.74
0.471,21.99,130.1,70.98,2.6
0.371,22.94,178.84,81.08,2.32
0.321,32.68,85.19,69.67,1.6
0.755,33.82,154.84,84.45,3.43
0.255,26.67,91.44,64.8,1.51
0.508,33.12,197.25,53.24,2.58
0.596,33.52,90.74,54.76,2.04
0.695,24.6,112.6,75.98,3.16
0.325,33.74,74.25,87.37,1.9
0.7,35.47,155.29,63.56,3.15
0.556,21.07,175.74,51.52,3.02
0.381,32.45,183.9,63.5,2.54
0.713,21.72,100.14,85.36,3.03
0.344,22.28,127.46,69.21,1.9
0.524,29.41,183.0,55.25,2.65
0.644,26.18,197.69,61.94,3.55
0.499,25.15,139.28,81.13,2.2
0.614,28.61,79.25,69.17,2.53
0.359,21.79,101.16,72.2,1.8
0.427,27.04,135.17,67.72,2.05
0.433,28.32,135.63,75.79,2.25
0.53,21.42,149.63,46.32,2.62
0.754,32.24,198.14,64.69,3.95
0.649,24.83,155.81,82.03,3.13
0.795,22.3,92.07,56.13,3.54
0.408,32.25,102.33,63.86,2.28
0.347,30.63,74.91,45.64,1.2
0.744,33.32,160.08,83.49,3.63
0.36,32.58,50.89,82.69,1.72
0.298,23.37,123.43,59.29,1.93
0.62,33.7,85.57,72.82,2.98
0.739,27.19,93.86,86.76,3.06
0.668,32.85,184.26,64.94,3.66
0.684,27.24,82.65,57.87,2.74
0.792,29.02,69.67,51.91,2.9
0.566,20.66,172.86,52.18,3.12
0.776,23.0,163.33,60.99,3.23
0.405,34.58,162.5,73.85,1.98
0.429,26.43,88.81,84.75,1.97
0.289,33.51,140.84,76.39,1.12
0.452,35.94,156.08,57.14,2.24
0.615,35.52,75.93,72.54,2.44
0.626,35.78,163.96,66.61,2.91
0.668,22.22,163.1,56.03,3.38
0.469,33.25,160.06,50.2,2.56
0.471,32.52,124.26,47.92,2.5
0.651,28.7,99.44,51.89,2.79
0.315,34.04,95.34,48.39,1.62
0.725,27.21,134.7,52.34,3.21
0.405,33.41,106.31,84.32,2.36
0.356,23.53,193.03,74.41,2.72
0.499,29.51,79.43,77.19,1.55
0.716,25.47,86.31,77.98,3.02
0.645,30.27,169.98,84.1,3.15
0.343,23.31,66.81,55.09,1.56
0.333,31.09,180.05,86.58,2.08
0.596,24.89,174.24,88.7,3.66
0.398,23.33,145.97,81.07,1.88
0.531,21.34,81.88,88.0,2.39
0.666,32.52,198.04,67.22,3.53
0.452,30.59,90.52,71.17,1.87
0.45,25.96,66.9,63.72,1.91
0.347,20.71,70.91,51.77,1.31
0.512,22.95,184.73,71.61,2.5
0.368,20.63,97.46,85.75,1.47
0.448,32.11,131.4,53.82,2.55
0.751,25.92,63.44,51.26,2.65
0.704,21.32,94.06,60.44,3.24
0.335,24.99,117.62,82.13,1.77
0.541,33.69,189.36,65.08,3.12
0.747,30.22,199.59,77.44,3.28
0.705,22.61,166.49,66.67,3.21
0.635,28.72,145.07,67.49,3.07
0.591,22.92,194.45,77.1,3.4
0.461,33.15,176.4,54.56,2.78
0.585,21.72,88.53,72.32,2.8
0.581,29.44,174.94,62.58,2.89
0.699,29.33,186.07,56.63,3.07
0.676,32.9,108.53,54.57,3.06
0.707,23.76,194.61,65.74,3.77
0.305,25.28,182.28,80.75,2.1
0.79,34.97,197.99,46.35,3.62
0.649,34.11,93.26,76.65,2.54
0.72,35.11,76.64,69.6,3.5
0.449,35.88,105.49,85.36,1.88
0.786,20.73,173.46,74.18,3.65
0.687,34.09,86.05,89.42,2.99
0.432,20.65,93.49,83.39,1.8
0.27,23.43,128.74,57.66,1.44
0.451,31.33,55.81,61.53,1.92
0.629,22.84,66.22,65.32,2.33
0.714,22.12,116.18,80.54,2.82
0.487,31.15,70.57,61.93,2.35
0.254,34.79,134.55,59.14,1.86
0.483,22.01,93.3,77.41,2.39
0.455,20.2,101.64,49.13,2.42
0.668,22.76,71.63,59.81,2.58
0.307,29.33,132.1,49.53,2.12
0.352,35.52,88.07,48.18,1.77
0.576,23.65,150.89,78.74,2.73
0.612,29.16,176.07,50.94,2.99
0.285,33.44,127.42,76.4,1.6
0.389,30.85,63.32,66.69,1.79
0.671,21.19,57.63,66.32,2.3
0.403,30.07,109.96,68.54,2.46
0.443,27.15,84.31,74.55,2.16
0.776,25.7,196.18,61.95,3.52
0.427,26.55,136.13,83.81,2.45
0.465,31.66,109.47,61.1,2.72
0.732,23.23,182.67,89.87,3.52
0.536,34.21,175.1,87.39,3.04
0.75,23.95,186.71,47.58,3.88
0.344,26.9,167.21,46.3,2.27
0.554,33.56,112.86,75.85,2.53
0.507,20.12,64.82,46.82,1.91
0.658,27.18,84.35,63.32,2.77
0.609,20.75,188.83,45.66,3.48
0.68,22.03,150.56,64.01,2.86
0.293,26.49,116.4,45.05,2.19
0.763,20.17,66.34,75.57,2.87
0.311,28.19,65.86,45.63,1.62
0.41,35.51,173.71,46.06,2.66
0.383,20.68,111.85,88.53,2.18
0.694,26.5,65.09,71.66,3.43
0.385,28.92,95.21,58.53,1.76
0.387,34.01,79.69,69.17,1.86
0.685,28.79,110.44,77.47,3.11
0.275,26.0,107.48,55.98,1.64
0.393,24.61,165.25,55.4,2.12
0.37,25.52,74.85,63.88,1.78
0.735,22.08,97.41,63.76,3.18
0.747,32.92,131.78,45.67,3.18
0.531,26.38,170.5,64.96,2.93
0.693,27.09,198.26,48.72,3.35
0.594,26.85,52.83,48.89,1.9
0.711,30.68,173.55,70.33,3.09
0.282,33.08,85.58,49.84,1.53
0.424,33.79,60.86,55.38,1.79
0.573,33.04,59.58,86.4,1.89
0.328,22.24,81.05,70.18,1.23
0.252,34.88,182.47,74.55,2.01
0.556,35.17,70.93,84.75,2.01
0.772,26.0,126.69,86.58,2.82
0.451,27.51,152.19,79.59,2.68
0.372,24.15,171.4,66.82,2.39
0.457,34.34,127.17,79.04,1.99
0.42,27.57,196.17,64.86,2.61
0.487,23.65,139.13,72.32,2.92
0.677,33.15,184.93,52.71,3.59
0.543,28.57,186.93,85.27,2.52
0.709,26.98,53.94,48.37,2.77
0.425,32.89,151.91,78.21,2.28
0.791,24.86,74.37,80.41,3.04
0.426,32.26,117.52,68.56,1.93
0.51,31.86,94.22,75.43,2.35
0.631,20.33,108.16,55.49,2.13
0.713,23.53,138.58,84.59,3.49
0.66,30.56,174.34,47.23,3.29
0.558,29.31,107.38,47.2,2.78
0.666,34.75,120.88,74.45,2.83
0.384,33.09,65.93,61.51,2.07
0.353,30.71,136.59,60.77,2.15
0.479,30.04,125.09,69.24,2.48
0.315,27.59,111.32,77.42,1.8
0.68,22.54,125.71,66.79,3.16
0.695,20.88,68.9,87.61,3.02
0.694,20.31,106.93,56.1,2.79
0.357,32.93,130.0,72.71,2.31
0.737,32.19,154.6,56.7,3.36
0.272,32.92,76.67,80.72,1.62
0.518,25.94,100.14,69.75,2.41
0.393,35.93,160.07,65.13,2.34
0.761,32.57,133.98,56.48,2.96
0.361,34.83,74.87,64.83,1.68
0.507,25.19,86.96,75.54,2.23
0.707,34.42,196.63,62.57,3.52
0.696,35.47,91.81,83.84,2.81
0.464,25.87,172.46,73.7,2.54
0.746,35.89,165.57,79.85,3.48
0.693,31.26,73.24,88.81,3.05
0.532,26.39,150.46,63.6,3.03
0.703,32.3,52.5,56.05,2.58
0.732,21.89,89.35,80.63,2.74
0.788,29.1,53.94,85.58,2.89
0.553,27.61,78.75,82.37,2.21
0.444,27.37,196.3,86.74,2.75
0.483,28.13,72.99,72.14,2.48
0.614,26.51,126.76,64.49,2.65
0.301,23.38,150.41,59.64,1.51
0.326,26.88,64.24,86.79,1.26
0.504,25.03,65.4,74.24,2.14
0.582,27.41,139.69,52.91,2.56
0.72,27.76,113.47,52.6,3.18
0.318,25.01,138.74,80.61,1.72
0.633,23.17,121.03,82.72,2.67
0.644,32.99,63.31,66.73,2.53
0.389,21.31,79.95,56.74,1.7
0.676,25.92,53.48,51.56,2.47
0.256,30.53,181.35,72.01,1.45
0.677,28.19,148.38,80.85,3.22
0.401,33.22,191.92,47.08,2.35
0.599,23.23,79.97,76.44,2.68
0.343,27.29,103.41,71.11,1.72
0.732,30.62,96.26,69.14,3.55
0.323,33.86,149.23,79.41,2.16
0.54,31.33,61.59,57.99,2.39
0.421,35.75,182.74,66.23,2.56
0.483,23.55,194.36,67.32,2.46
0.543,26.18,109.59,60.21,2.73
0.645,27.21,176.46,77.71,3.13
0.625,33.56,119.0,67.27,2.61
0.304,27.17,64.81,79.4,1.08
0.67,35.99,178.46,81.32,3.34
0.525,35.93,106.48,78.43,2.35
0.771,22.58,105.5,53.2,2.95
0.275,33.48,70.3,45.62,1.54
0.689,24.94,182.68,47.55,3.35
0.448,28.12,132.93,82.87,2.13
0.513,33.03,96.62,78.24,2.53
0.359,20.77,85.04,57.3,1.32
0.261,27.32,157.96,57.48,1.98
0.256,29.48,170.34,83.51,1.9
0.426,35.24,198.5,84.17,2.37
0.76,22.31,81.49,70.77,3.2
0.564,29.01,80.07,83.26,2.31
0.733,21.51,116.24,85.99,3.3
0.371,31.17,73.68,87.62,1.71
0.34,29.59,180.08,58.58,2.17
0.527,21.35,185.57,59.24,2.47
0.701,23.77,189.43,63.73,3.46
0.381,32.37,115.65,66.17,2.21
0.497,29.5,96.37,80.75,2.64
0.451,30.68,73.89,65.86,2.04
0.412,20.11,91.44,67.29,1.72
0.682,34.97,167.77,57.32,3.07
0.61,20.23,105.8,67.57,2.76
0.607,35.0,163.71,65.05,3.09
0.499,26.6,73.69,87.76,2.27
0.686,24.82,139.56,68.59,3.31
0.741,28.58,73.7,78.74,3.12
0.305,24.2,56.16,53.91,0.91
0.596,26.73,104.07,86.5,2.71
0.763,32.12,157.75,48.77,3.55
0.675,33.61,172.53,52.6,3.73
0.314,31.8,100.67,49.2,1.46
0.758,34.94,94.18,58.65,2.7
0.563,24.2,135.44,73.77,2.81
0.732,34.38,150.93,82.19,3.81
0.3,25.65,189.1,62.01,2.13
0.347,26.29,77.78,50.4,1.22
0.405,25.45,73.94,49.3,1.52
0.577,31.03,169.37,59.13,3.02
0.604,23.18,64.31,63.73,2.08
0.397,35.93,147.0,57.18,2.09
0.739,27.13,159.43,72.26,3.58
0.719,24.07,131.11,82.39,3.39
0.643,28.51,141.54,51.29,3.02
0.27,29.42,186.4,56.19,1.69
0.504,35.29,78.01,72.28,2.07
0.684,22.04,141.34,57.04,2.61
0.752,30.19,62.1,54.97,2.63
0.756,20.07,111.24,48.77,3.37
0.484,20.2,60.44,51.29,1.85
0.257,32.41,100.03,73.49,1.52
0.346,23.49,195.14,80.49,2.11
0.45,31.72,120.63,70.66,2.18
0.629,23.15,112.42,84.73,3.67
0.443,30.69,162.73,68.46,2.5
0.707,20.64,116.39,78.46,3.33
0.402,35.34,115.56,53.96,2.33
0.579,31.92,164.01,57.27,2.85
0.391,27.94,143.6,63.85,2.02
0.488,22.5,158.61,65.15,2.99
0.701,24.75,101.09,89.47,3.19
0.587,28.21,64.59,84.16,2.73
0.715,35.48,148.77,53.39,2.99
0.521,20.76,193.83,78.54,3.17
0.585,32.88,158.47,83.91,2.55
0.314,27.97,83.36,74.1,2.09
0.489,23.87,55.81,80.62,2.41
0.76,32.34,50.57,48.73,2.89
0.508,22.74,194.63,53.34,3.14
0.66,32.68,112.81,67.21,2.91
0.457,23.13,128.49,47.14,1.94
0.65,29.57,130.79,65.91,3.26
0.304,33.93,184.51,86.35,2.78
0.302,30.67,133.88,87.84,1.75
0.294,29.31,152.62,57.02,2.29
0.471,34.4,118.97,69.65,2.31
0.673,21.12,102.52,69.92,3.02
0.257,27.34,179.32,64.81,1.73
0.792,23.96,133.71,89.01,3.76
0.346,35.96,173.61,75.03,2.02
0.726,22.01,190.8,87.96,3.3
0.343,35.75,188.59,86.67,1.9
0.743,24.68,184.47,47.4,3.52
0.671,23.82,53.09,72.92,2.7
0.358,20.89,140.84,71.3,2.04
0.494,27.44,128.62,63.19,2.34
0.459,29.84,79.25,58.0,2.19
0.786,33.48,138.45,72.94,3.85
0.468,20.9,51.73,72.29,2.31
0.392,27.46,181.82,55.24,2.18
0.441,23.12,157.0,58.94,2.27
0.571,25.5,172.27,45.78,3.17
0.644,33.08,102.05,56.37,2.36
0.593,32.83,152.63,83.55,2.93
0.762,31.23,90.32,48.06,2.96
0.58,31.05,176.41,46.67,3.17
0.704,20.96,184.08,78.23,3.15
0.532,23.91,143.41,82.99,2.64
0.339,31.07,51.76,46.51,1.32
0.431,32.06,192.56,60.08,2.91
0.587,29.45,95.29,46.25,2.83
0.575,22.47,111.77,68.54,2.95
0.275,29.22,105.19,60.16,1.22
0.273,33.79,108.17,57.73,1.96
0.548,28.73,141.23,80.7,2.31
0.748,29.22,50.42,57.25,2.79
0.66,35.53,117.02,67.09,3.21
0.488,20.83,129.45,66.88,2.65
0.617,24.42,162.38,70.35,2.96
0.314,29.0,84.79,50.1,1.17
0.526,25.41,196.36,87.33,3.07
0.591,22.55,69.64,58.24,2.54
0.704,30.68,161.51,88.69,3.43
0.673,27.22,172.41,85.47,3.27
0.707,20.88,85.51,86.17,3.41
0.506,20.27,190.17,66.59,2.61
0.641,23.72,154.46,89.93,2.79
0.744,34.19,163.99,74.1,3.31
0.64,20.87,111.38,89.64,3.17
0.428,21.57,180.63,88.25,2.77
0.459,21.35,123.74,51.92,2.34
0.564,29.45,158.76,67.97,3.03
0.75,28.64,135.05,86.08,3.08
0.525,23.62,195.03,65.01,3.31
0.757,24.17,156.19,71.24,3.08
0.328,33.25,159.21,67.58,1.96
0.34,26.66,112.11,77.09,1.91
0.317,33.87,139.33,65.36,1.94
0.688,35.5,173.32,76.4,3.39
0.694,26.03,177.18,74.93,3.63
0.478,23.55,175.97,72.46,2.07
0.529,34.41,149.64,47.34,2.67
0.73,25.65,186.11,66.91,3.37
0.28,30.85,55.8,72.98,1.5
0.293,25.75,197.5,68.87,2.2
0.49,21.45,114.02,61.86,2.52
0.653,28.26,114.29,76.22,3.17
0.646,25.34,130.24,77.03,2.54
0.629,29.03,130.18,88.98,2.67
0.656,30.48,193.07,54.76,3.6
0.51,33.51,94.69,50.83,2.05
0.528,22.57,138.94,61.14,2.71
0.317,32.85,120.04,60.76,1.5
0.667,31.31,95.48,78.45,2.97
0.478,27.25,121.8,83.18,2.23
0.321,20.24,57.45,46.61,1.28
0.644,34.58,95.64,82.41,2.83
0.281,26.92,184.86,54.14,2.13
0.493,23.07,124.85,78.01,2.56
0.43,33.01,181.86,76.3,3.11
0.674,25.64,81.82,51.27,2.39
0.298,36.0,153.82,46.65,1.78
0.733,32.16,127.04,64.29,3.1
0.645,27.63,177.96,65.45,3.14
0.328,26.94,61.53,65.18,1.49
0.667,33.94,140.19,85.27,2.95
0.31,28.04,190.43,61.47,2.28
0.283,29.58,94.89,48.5,1.5
0.617,24.39,177.97,66.3,3.21
0.478,30.99,193.98,83.51,2.95
0.492,35.24,92.18,72.56,2.59
0.288,23.92,185.65,52.59,2.37
0.649,31.31,144.26,74.45,3.1
0.612,30.35,189.75,54.48,3.01
0.762,29.84,125.38,50.35,2.89
0.26,33.22,165.36,73.76,2.5
0.483,32.44,53.47,66.75,1.9
0.504,26.39,116.05,70.3,2.03
0.531,33.72,127.55,60.04,2.48
0.559,24.92,167.79,62.98,2.63
0.399,24.67,172.14,75.33,2.5
0.294,31.81,100.86,49.22,1.21
0.487,27.51,124.85,63.52,2.1
0.711,35.55,83.44,89.9,2.51
0.405,22.21,124.4,68.86,2.37
0.609,21.69,100.92,82.53,2.86
0.773,32.8,53.3,80.02,2.83
0.577,30.52,142.17,47.29,2.9
0.433,28.53,150.8,73.26,2.34
0.669,23.53,147.4,80.24,3.16
0.352,30.84,102.36,74.79,2.21
0.798,35.25,166.05,55.13,3.69
0.668,26.26,176.19,58.85,3.51
0.399,28.49,51.14,76.29,1.56
0.562,24.43,145.12,55.73,2.63
0.263,33.28,123.72,78.29,1.35
0.277,24.65,198.14,77.03,2.01
0.451,25.23,149.27,80.3,2.3
0.459,32.36,168.44,57.78,2.4
0.628,23.13,198.16,59.38,3.37
0.36,30.33,132.7,59.22,1.92
0.566,28.38,88.21,48.26,2.22
0.718,34.14,138.6,47.02,2.87
0.295,20.31,170.14,77.09,2.72
0.461,24.84,124.16,89.74,2.22
0.523,27.9,101.08,45.93,1.97
0.685,21.87,98.32,68.59,3.19
0.358,35.66,63.72,61.22,1.83
0.762,25.81,115.77,45.61,3.08
0.528,21.17,135.1,68.93,2.62
0.294,21.66,95.68,53.88,1.13
0.374,34.64,64.23,83.86,1.62
0.717,27.07,81.46,68.23,2.6
0.384,26.6,178.25,83.1,2.22
0.482,29.1,172.47,64.0,2.2
0.338,23.44,125.27,55.6,1.85
0.652,27.19,183.86,46.45,3.68
0.57,30.16,174.79,80.14,2.91
0.771,21.25,74.98,63.95,2.83
0.289,24.39,53.04,49.23,1.5
0.59,34.76,92.0,74.78,2.47
0.348,26.13,196.71,51.17,2.56
0.59,21.83,90.95,69.93,2.4
0.681,21.34,197.28,56.23,3.74
0.54,22.67,191.61,74.39,2.78
0.692,25.06,182.6,46.16,3.43
0.25,24.63,177.06,75.55,1.8
0.736,20.48,155.63,45.14,3.43
0.288,25.78,60.17,62.3,1.52
0.498,26.42,140.9,53.07,2.21
0.581,32.52,182.03,88.85,2.95
0.31,24.74,57.32,46.65,1.16
0.796,28.13,153.52,70.09,3.56
0.546,25.53,51.39,63.67,2.19
0.784,22.77,176.14,60.99,3.73
0.734,31.97,104.91,50.74,3.22
0.43,29.57,179.35,74.99,2.35
0.593,24.77,106.28,68.45,2.58
0.372,21.61,180.23,80.61,1.99
0.647,23.59,177.77,70.36,3.27
0.444,30.85,162.38,62.66,2.52
0.586,28.79,64.46,71.42,2.66
0.532,28.67,164.43,74.17,2.89
0.556,32.37,128.23,51.24,2.64
0.71,26.27,124.08,84.44,3.35
0.487,27.16,87.28,47.43,1.89
0.504,34.24,165.47,74.12,2.51
0.306,32.07,81.05,75.87,1.53
0.675,28.98,76.36,79.95,2.53
0.405,33.52,107.42,82.26,1.77
0.662,35.81,155.79,76.09,3.07
0.282,20.94,99.72,66.24,1.31
0.556,25.36,162.45,75.23,3.39
0.699,24.89,117.24,45.73,3.05
0.714,30.81,174.85,70.35,3.75
0.526,29.88,67.35,60.37,2.44
0.36,24.99,142.6,46.86,2.09
0.593,25.8,100.18,46.86,3.1
0.713,34.8,95.01,61.07,3.43
0.277,29.68,156.13,71.55,1.98
0.349,29.0,78.73,58.04,1.88
0.439,35.76,90.37,50.57,1.68
0.659,27.9,106.74,87.44,3.04
0.477,22.51,154.45,45.68,3.1
0.42,33.64,92.82,79.55,1.83
0.607,29.91,135.48,82.95,2.71
0.466,25.84,61.53,67.89,2.39
0.748,22.54,121.86,57.64,3.03
0.559,33.65,109.76,48.51,1.9
0.548,30.36,174.86,55.05,2.61
0.675,30.57,123.73,63.32,3.17
0.505,20.64,67.43,84.62,2.3
0.507,27.69,65.5,46.27,1.82
0.681,28.82,196.93,49.04,3.65
0.658,31.94,81.67,68.16,2.41
0.6,35.63,65.48,58.17,2.49
0.346,20.09,141.22,79.41,2.47
0.577,23.04,139.64,70.38,2.67
0.773,27.44,93.83,56.19,3.39
0.352,22.88,146.7,77.32,2.29
0.744,28.31,193.64,61.27,3.69
0.612,35.54,188.95,64.25,2.92
0.428,21.42,59.91,72.79,2.05
0.613,24.7,104.38,81.51,2.5
0.343,27.61,148.36,71.24,1.79
0.454,33.97,60.88,84.33,1.91
0.41,29.63,118.99,64.08,1.98
0.384,32.55,65.46,52.67,1.36
0.636,25.5,66.17,76.99,2.42
0.512,33.56,89.65,86.05,1.84
0.377,22.54,192.9,88.51,2.73
0.332,20.95,176.59,55.22,1.78
0.492,29.68,170.78,80.7,2.69
0.738,25.4,92.24,75.92,2.88
0.653,28.11,130.67,82.65,3.05
0.654,24.82,120.35,58.67,3.02
0.788,23.67,90.02,45.74,3.31
0.663,21.46,163.68,76.77,3.23
0.542,35.03,98.34,49.83,2.32
0.678,21.17,107.13,59.06,3.37
0.454,30.46,199.68,52.45,2.44
0.78,29.56,68.69,87.57,3.06
0.315,23.42,152.17,72.75,1.69
0.717,29.42,71.95,80.22,2.83
0.252,35.97,92.29,45.97,1.18
0.357,31.93,175.91,72.07,2.81
0.508,34.9,53.29,48.31,1.96
0.453,29.07,88.04,70.03,2.28
0.465,20.59,76.35,82.04,1.99
0.539,24.03,124.32,89.45,2.96
0.426,21.4,61.95,78.8,2.17
0.497,20.56,93.55,63.66,2.35
0.403,35.28,91.35,59.45,1.51
0.258,33.8,193.45,55.41,2.09
0.554,26.49,151.06,78.02,2.43
0.391,24.33,174.45,74.77,2.27
0.611,29.96,120.57,76.66,2.58
0.645,24.3,175.49,71.23,3.75
0.405,31.15,165.92,80.89,2.31
0.49,27.41,50.79,88.82,1.88
0.741,25.79,80.34,78.23,2.58
0.394,26.25,54.84,76.86,1.84
0.767,21.21,73.29,87.95,3.06
0.42,26.18,107.28,64.37,2.28
0.388,26.83,174.86,70.03,2.47
0.64,20.29,159.09,76.67,3.06
0.57,27.47,186.27,82.08,3.13
0.354,23.12,64.5,83.94,1.01
0.756,28.77,76.81,69.05,3.11
0.446,24.04,138.85,46.69,2.38
0.302,22.76,197.96,82.81,2.26
0.638,26.23,95.37,74.83,3.12
0.404,27.23,173.41,80.75,2.61
0.792,29.95,176.97,67.51,3.76
0.52,23.14,115.34,89.26,2.39
0.671,31.53,173.15,76.5,3.26
0.428,25.55,176.76,88.66,1.9
0.266,32.34,97.47,49.65,1.69
0.727,24.72,91.27,84.36,2.96
0.304,33.62,63.38,88.18,1.79
0.719,33.95,90.4,70.5,3.11
0.323,28.1,57.36,47.58,1.47
0.761,21.13,173.73,59.69,3.73
0.718,22.68,61.94,79.97,3.1
0.619,31.07,60.35,78.27,2.57
0.315,25.54,51.17,84.41,1.16
0.417,25.9,162.55,49.85,2.65
0.681,20.89,69.59,73.23,2.92
0.742,25.46,172.01,64.91,3.67
0.281,22.08,132.83,54.86,1.89
0.77,29.98,198.22,62.2,3.87
0.628,22.04,190.63,47.14,2.83
0.63,29.34,179.74,72.12,3.12
0.467,23.02,70.37,82.57,1.97
0.485,28.89,91.9,52.01,2.21
