ndvi,temperature,rainfall,humidity,yield_tph
0.376,29.38,122.84,69.92,2.23
0.637,28.78,106.32,75.68,3.08
0.392,34.59,91.95,56.32,1.96
0.591,25.49,175.64,41.53,3.13
0.625,31.4,116.18,45.14,3.13
0.464,30.08,127.62,53.09,2.51
0.319,32.39,178.12,81.4,2.14
0.32,25.0,150.35,73.03,2.2
0.314,33.13,105.33,67.1,1.93
0.707,32.03,126.78,80.55,3.5
0.475,24.88,107.43,40.17,2.36
0.738,29.19,126.45,63.4,3.3
0.537,32.86,137.62,71.61,2.73
0.549,36.43,177.04,41.23,2.92
0.582,23.95,147.8,72.62,3.03
0.692,22.14,143.65,69.64,3.42
0.45,24.64,71.61,67.45,2.0
0.367,37.83,98.32,83.22,2.06
0.606,34.29,93.69,48.18,2.53
0.48,31.83,72.07,83.74,2.24
0.543,24.13,164.62,81.33,2.85
0.656,28.66,157.59,76.04,3.69
0.572,33.44,154.83,81.37,3.05
0.641,36.33,81.19,83.39,2.9
0.599,28.11,131.96,64.87,2.98
0.707,38.0,123.28,58.91,3.68
0.688,24.24,133.51,53.93,3.55
0.594,28.19,154.47,50.14,2.92
0.673,36.01,71.27,62.72,2.89
0.78,32.4,82.93,75.13,3.25
0.538,34.97,93.75,56.95,2.62
0.527,36.52,116.47,77.04,2.49
0.72,30.12,130.29,62.39,3.37
0.62,25.76,96.62,50.98,3.15
0.339,33.1,73.17,67.65,1.56
0.791,31.02,120.87,82.04,3.62
0.317,34.36,67.14,47.46,1.83
0.712,30.19,103.64,62.87,3.76
0.717,34.98,65.3,43.16,3.2
0.824,36.43,86.26,74.54,3.68
0.33,33.99,73.22,79.44,1.64
0.628,33.9,113.56,48.29,3.17
0.535,31.4,88.24,46.33,2.14
0.482,29.55,66.57,41.49,2.39
0.35,37.56,95.78,72.9,1.82
0.609,32.32,167.12,41.89,3.22
0.563,35.45,161.09,83.7,3.06
0.358,30.09,165.94,50.96,2.05
0.637,30.88,106.99,66.8,3.38
0.706,32.61,165.46,69.72,3.44
0.722,33.66,174.18,47.07,4.04
0.798,29.17,174.97,47.01,4.35
0.525,27.7,74.91,40.7,2.59
0.824,25.83,158.82,73.86,4.21
0.776,28.78,100.38,45.81,3.63
0.463,25.38,113.97,53.61,2.49
0.388,28.67,138.67,63.13,2.07
0.539,35.99,150.92,74.34,2.8
0.521,37.63,167.98,52.24,2.8
0.617,31.23,174.94,73.76,3.38
0.621,24.34,152.4,56.78,2.97
0.712,28.84,88.83,69.85,3.34
0.58,31.63,121.01,58.5,3.06
0.358,27.93,101.48,79.78,2.07
0.772,25.28,163.81,54.72,3.77
0.47,25.63,119.44,72.3,2.3
0.834,29.58,162.79,66.91,4.3
0.365,25.46,176.91,76.68,2.19
0.827,25.99,94.52,80.14,3.73
0.35,35.97,63.51,81.35,2.1
0.427,34.46,85.72,68.62,2.12
0.326,22.89,136.77,53.99,2.08
0.688,27.12,157.09,43.09,3.65
0.768,30.51,149.81,49.88,3.46
0.539,22.97,156.36,47.45,3.01
0.811,32.93,170.95,49.02,4.59
0.625,28.15,86.93,82.09,3.18
0.647,28.35,66.01,62.31,3.09
0.765,26.25,99.4,59.43,3.77
0.463,27.34,162.46,50.22,2.89
0.495,35.79,147.34,62.46,2.52
0.798,34.62,63.96,84.45,3.67
0.796,36.97,78.56,49.43,3.6
0.837,33.18,171.56,52.85,3.92
0.796,31.25,119.54,74.37,3.71
0.37,26.15,136.81,81.79,2.16
0.753,32.67,71.31,63.65,3.21
0.525,36.5,129.22,74.79,2.67
0.845,23.11,161.54,40.73,4.25
0.56,29.09,168.29,68.83,3.15
0.605,24.39,114.07,41.92,3.09
0.591,34.97,130.42,84.55,3.1
0.477,31.83,147.58,64.83,2.46
0.341,36.07,107.88,47.25,1.59
0.793,23.01,95.07,78.8,3.71
0.741,36.49,70.68,72.24,3.28
0.377,23.08,83.45,55.14,1.93
0.727,26.6,177.92,41.98,3.81
0.644,24.5,164.54,69.14,3.3
0.525,24.33,101.57,68.61,2.67
0.44,24.75,159.63,54.06,2.26
0.773,29.68,151.77,69.0,4.31
0.685,34.55,176.1,47.63,3.66
0.601,36.37,64.73,81.58,2.71
0.635,31.07,129.48,56.45,3.02
0.35,24.52,144.09,46.94,2.2
0.561,23.27,159.53,78.92,2.7
0.407,29.91,156.32,57.4,2.37
0.415,34.25,93.2,70.55,2.46
0.664,31.92,144.43,67.8,3.15
0.801,31.32,157.16,47.61,3.96
0.522,22.77,121.91,58.68,2.62
0.414,28.58,120.13,77.29,2.33
0.657,30.81,112.94,48.68,3.26
0.779,31.57,84.94,62.34,3.45
0.712,22.08,160.02,63.6,3.51
0.778,25.19,120.27,79.76,3.7
0.595,37.2,76.16,67.36,2.77
0.714,30.14,169.71,79.0,3.75
0.377,33.26,161.38,79.53,2.32
0.492,26.93,110.74,59.72,2.77
0.514,31.37,153.81,44.06,2.78
0.581,27.7,79.94,80.08,3.1
0.811,26.75,176.63,48.1,4.58
0.781,28.58,70.22,64.41,3.34
0.374,29.36,165.81,45.72,2.45
0.395,27.3,179.75,83.25,2.55
0.497,26.13,94.79,40.56,2.58
0.46,31.98,157.42,54.81,2.69
0.638,28.09,169.67,84.2,3.25
0.797,25.23,174.31,47.99,3.89
0.829,34.13,146.49,72.27,3.98
0.659,33.58,134.41,68.55,3.26
0.761,36.19,72.55,40.54,3.06
0.589,30.88,116.31,79.78,3.23
0.415,26.47,107.32,41.03,2.31
0.589,35.82,62.63,71.91,3.15
0.605,26.48,94.26,60.29,2.52
0.708,32.49,149.2,42.94,3.77
0.421,25.05,96.51,61.2,2.29
0.503,32.07,64.03,70.37,2.13
0.5,35.45,152.44,42.56,2.83
0.828,30.64,157.01,80.9,4.13
0.544,29.53,63.26,54.8,2.63
0.715,37.9,160.32,48.85,3.56
0.713,22.36,155.63,77.92,3.43
0.446,27.31,134.52,58.61,2.55
0.615,36.7,65.34,78.67,2.9
0.792,32.28,173.28,53.59,3.96
0.561,30.67,72.03,66.31,2.81
0.82,32.2,146.33,83.93,4.09
0.418,27.15,151.66,56.2,2.76
0.341,23.14,173.65,62.55,2.17
0.79,26.4,173.71,76.35,3.86
0.766,27.38,93.46,68.5,3.43
0.846,29.68,87.84,75.45,3.55
0.674,28.3,109.32,56.03,3.31
0.815,30.34,172.25,58.6,4.23
0.755,25.14,146.88,41.32,3.54
0.764,24.94,169.44,76.1,4.14
0.613,27.63,86.12,64.99,3.02
0.51,29.58,68.16,65.22,2.32
0.814,27.47,62.97,54.96,3.62
0.538,31.22,68.55,80.26,2.44
0.596,26.96,160.93,71.91,2.99
0.545,24.83,164.66,42.63,2.91
0.611,35.81,170.06,74.38,3.36
0.559,25.21,109.02,41.84,2.82
0.326,37.47,115.91,55.26,1.99
0.785,37.8,82.86,60.51,3.64
0.544,33.15,112.94,69.18,2.76
0.624,30.03,78.75,70.33,2.99
0.377,34.73,134.14,62.58,2.57
0.302,35.97,61.95,54.75,1.47
0.435,33.35,111.39,66.96,2.52
0.688,23.63,178.17,70.77,3.65
0.355,22.05,179.33,52.99,2.26
0.8,25.07,152.82,66.83,3.91
0.418,25.02,95.86,62.64,2.16
0.413,24.92,83.86,43.08,1.69
0.4,30.16,64.36,78.12,1.76
0.308,30.32,110.21,81.1,2.08
0.724,33.57,115.28,67.34,3.31
0.781,25.22,69.65,76.1,3.71
0.638,23.48,164.14,66.7,3.46
0.404,32.66,138.04,63.5,2.16
0.457,29.74,105.59,69.19,2.28
0.562,32.66,162.61,67.02,2.67
0.825,28.09,109.44,71.83,4.41
0.436,34.01,161.77,67.86,2.39
0.702,32.92,119.48,83.78,3.7
0.542,32.41,136.25,68.08,2.81
0.464,22.44,73.08,58.71,1.94
0.551,35.73,90.97,42.15,3.17
0.339,28.03,138.26,74.08,2.2
0.739,24.17,109.28,44.97,3.86
0.434,34.09,75.97,64.96,2.28
0.699,29.78,78.5,40.4,3.22
0.338,22.51,144.95,72.09,1.9
0.825,34.51,142.18,48.29,3.89
0.406,28.96,146.51,55.7,1.99
0.786,34.08,146.58,73.27,3.62
0.745,34.09,175.34,66.79,3.9
0.832,23.6,176.47,49.38,3.82
0.563,31.81,112.07,55.08,2.59
0.7,27.76,153.26,60.11,3.41
0.504,30.74,148.5,57.77,2.72
0.401,23.42,80.79,68.22,2.06
0.544,31.41,153.78,58.93,2.88
0.391,34.44,161.21,66.41,2.19
0.84,37.79,64.53,51.2,3.55
0.353,27.12,122.91,84.98,2.11
0.624,24.48,89.89,74.81,2.68
0.645,27.85,172.01,57.77,3.74
0.596,22.31,70.1,83.57,2.56
0.664,28.54,139.05,71.83,3.61
0.364,36.63,137.87,60.42,1.74
0.605,25.11,74.49,49.53,2.77
0.458,29.64,151.83,66.09,2.76
0.817,31.16,92.53,55.15,3.91
0.719,24.88,143.08,41.94,3.44
0.835,27.28,89.98,55.4,3.83
0.321,36.58,107.07,40.86,1.93
0.457,26.73,99.55,64.09,2.18
0.407,32.17,132.47,42.48,2.15
0.306,24.19,134.66,44.01,1.75
0.433,32.72,122.57,82.25,2.26
0.673,26.47,77.9,66.29,3.46
0.427,25.7,137.44,80.87,2.42
0.58,23.99,88.69,43.23,2.84
0.788,22.75,111.33,84.44,3.3
0.682,37.49,178.19,74.37,3.65
0.517,28.62,161.46,76.69,2.75
0.505,34.44,93.03,81.02,2.58
0.551,36.72,86.22,82.31,3.0
0.397,25.26,128.14,72.17,1.73
0.649,35.92,70.46,67.48,2.91
0.5,33.33,117.59,45.53,2.64
0.769,31.25,114.61,44.88,3.39
0.716,34.95,179.29,53.8,3.82
0.636,23.77,63.8,58.55,2.73
0.5,26.22,165.13,84.53,2.61
0.415,24.1,172.11,68.85,2.66
0.727,36.34,137.71,69.13,3.4
0.568,23.58,124.84,64.71,2.81
0.424,37.68,77.26,45.83,2.27
0.407,23.76,141.96,64.58,2.75
0.391,32.59,149.34,51.82,2.17
0.727,32.57,142.79,65.52,3.73
0.426,36.9,69.57,53.35,2.28
0.59,27.17,154.37,63.16,2.98
0.548,27.31,87.42,68.1,2.35
0.619,35.54,91.5,60.99,2.95
0.782,37.66,106.98,40.86,3.76
0.777,22.48,139.44,47.26,3.7
0.548,32.17,127.85,67.43,2.7
0.308,25.9,144.49,49.18,1.52
0.535,33.65,139.04,49.2,2.92
0.633,34.36,144.12,71.05,3.55
0.607,34.2,95.72,59.09,2.66
0.658,28.97,142.18,72.63,3.09
0.385,24.52,155.56,43.97,2.06
0.656,31.36,66.63,75.21,2.83
0.4,34.62,172.96,66.28,2.57
0.713,36.6,65.77,63.64,3.1
0.486,29.24,150.56,76.25,2.79
0.69,25.93,137.43,82.66,3.15
0.326,23.9,98.14,69.34,1.58
0.524,34.76,117.36,45.98,2.52
0.688,30.56,170.16,67.79,3.54
0.425,32.79,162.43,40.14,2.45
0.737,24.55,103.88,54.78,3.53
0.647,22.11,106.59,71.57,3.08
0.623,37.48,85.81,79.22,3.04
0.494,34.97,110.65,56.12,2.65
0.565,28.4,138.64,50.96,2.8
0.629,29.31,114.22,47.35,2.94
0.56,36.87,146.99,61.84,2.85
0.684,25.32,156.84,60.11,3.72
0.539,34.85,98.41,62.35,2.66
0.411,22.29,139.04,51.86,2.31
0.418,36.01,125.22,61.13,2.3
0.303,31.43,72.37,55.8,1.89
0.466,29.64,94.76,84.32,2.65
0.712,33.3,74.7,48.49,3.21
0.737,23.08,156.44,45.39,4.13
0.411,25.13,143.97,76.57,2.47
0.827,28.51,156.36,74.73,4.08
0.576,31.89,136.98,76.82,3.08
0.804,24.31,122.23,62.34,3.8
0.689,28.07,117.06,49.85,3.14
0.697,26.17,100.33,80.77,3.41
0.347,32.33,165.09,75.72,2.39
0.421,36.71,115.92,73.56,2.07
0.305,24.66,85.72,41.61,1.54
0.694,25.03,149.64,61.87,3.38
0.489,31.61,100.5,55.3,2.67
0.733,29.26,86.82,55.48,3.21
0.486,33.49,154.93,45.67,3.06
0.751,26.61,113.7,79.74,3.63
0.372,30.72,84.36,50.91,1.97
0.395,28.19,140.69,42.22,2.32
0.487,26.5,158.03,60.66,2.6
0.525,33.67,108.0,64.47,2.46
0.492,34.73,87.94,56.04,2.17
0.72,27.26,62.93,56.55,2.92
0.353,31.97,164.18,57.7,2.34
0.493,24.86,113.74,70.82,2.52
0.76,34.66,166.57,51.55,3.85
0.337,26.5,144.55,82.3,1.98
0.818,24.74,119.33,57.17,3.74
0.842,37.04,143.85,58.88,4.04
0.349,28.76,97.34,46.64,1.91
0.46,32.3,83.68,60.92,2.26
0.505,34.95,78.08,71.34,2.26
0.727,32.98,170.06,55.23,3.73
0.628,31.03,149.31,48.66,3.13
0.654,27.95,172.34,74.54,3.84
0.717,36.7,151.65,66.77,3.81
0.365,24.14,106.35,62.01,2.29
0.758,36.14,172.55,57.36,3.77
0.688,33.36,130.56,52.84,3.33
0.618,31.14,172.22,45.21,3.46
0.789,27.2,85.41,51.97,3.36
0.685,24.34,104.71,52.34,3.25
0.411,29.09,105.01,55.1,2.54
0.536,34.54,60.68,52.25,2.68
0.572,33.92,143.03,41.04,2.95
0.33,32.33,167.76,53.24,2.19
0.825,37.88,170.17,40.42,4.08
0.371,37.56,155.64,73.14,2.56
0.684,28.4,90.52,48.55,3.21
0.578,25.08,106.21,45.39,3.06
0.314,29.42,99.72,68.47,2.12
0.809,35.51,113.92,82.71,3.78
0.769,29.34,114.71,81.49,3.52
0.588,27.38,166.86,64.75,3.12
0.426,33.86,72.56,55.61,1.99
0.367,32.4,150.88,49.91,2.37
0.5,37.5,128.92,57.26,2.14
0.44,30.79,142.53,42.0,2.65
0.579,37.48,167.21,66.37,3.48
0.832,26.65,172.94,80.82,4.01
0.616,35.84,61.25,69.93,2.61
0.789,27.61,162.46,67.87,3.66
0.658,34.95,81.79,52.82,2.86
0.561,36.82,78.65,59.96,2.93
0.77,31.97,169.06,82.91,3.71
0.559,33.66,172.94,73.36,3.13
0.778,37.34,107.51,42.83,3.39
0.46,28.0,67.34,48.45,2.21
0.371,30.19,157.67,59.64,2.18
0.77,36.37,161.54,77.79,4.09
0.623,32.77,85.15,80.94,3.02
0.789,35.98,177.93,54.81,4.21
0.816,31.89,154.24,47.9,4.01
0.329,33.84,113.63,45.58,1.7
0.576,22.21,114.38,43.69,2.82
0.506,27.43,100.75,47.21,2.77
0.644,34.33,149.16,44.5,3.14
0.736,28.46,134.27,62.39,3.51
0.454,27.81,153.64,74.13,2.73
0.606,37.22,124.42,53.47,2.93
0.69,30.84,66.27,63.13,3.26
0.374,25.08,165.1,79.56,2.43
0.748,29.56,114.3,81.38,3.6
0.633,30.3,147.36,55.81,3.48
0.822,37.82,90.17,72.97,3.89
0.487,33.49,90.87,43.22,2.18
0.359,30.31,103.86,65.79,1.96
0.579,28.91,101.26,66.62,3.01
0.347,36.65,93.52,64.56,1.63
0.833,32.34,98.49,47.43,4.03
0.321,27.7,76.76,69.98,1.75
0.714,29.43,61.55,50.41,3.29
0.589,26.45,177.16,81.27,3.34
0.503,37.37,68.94,43.99,2.59
0.336,33.23,102.48,70.42,1.55
0.642,28.28,160.24,57.53,3.41
0.622,24.93,60.49,54.87,2.77
0.454,24.83,153.58,53.68,2.34
0.801,29.64,110.38,56.72,4.06
0.467,29.48,85.64,50.47,2.18
0.547,28.68,78.09,77.93,2.68
0.599,35.63,160.19,68.24,2.98
0.355,37.67,94.48,73.24,1.73
0.813,27.68,116.97,50.45,3.72
0.506,26.71,102.95,49.45,2.8
0.344,34.32,164.12,59.25,2.15
0.513,29.2,77.22,71.87,2.24
0.63,25.48,178.05,83.74,3.38
0.583,24.9,62.29,56.56,2.57
0.682,26.49,83.91,78.79,3.23
0.331,22.02,116.79,81.91,2.08
0.456,37.06,80.94,40.31,1.94
0.751,28.88,89.84,72.15,3.34
0.344,23.33,178.47,59.25,2.18
0.771,24.64,133.47,66.57,3.52
0.351,27.17,65.43,63.78,1.56
0.759,30.83,117.14,78.97,3.77
0.498,33.26,129.78,48.38,2.72
0.637,26.93,99.53,71.0,2.91
0.384,37.32,166.53,51.31,2.25
0.336,34.16,157.2,77.57,2.37
0.419,35.21,108.46,79.3,2.4
0.37,27.18,150.87,49.64,2.24
0.472,28.1,123.48,55.99,2.39
0.583,30.61,157.59,63.95,3.34
0.624,29.23,118.58,42.99,3.04
0.734,26.16,73.38,62.75,3.17
0.661,37.96,97.23,66.96,2.93
0.635,35.57,134.86,80.96,2.97
0.526,25.81,175.02,56.47,2.77
0.561,36.28,165.82,50.81,3.14
0.528,31.39,160.73,63.92,2.98
0.763,22.2,125.59,76.76,4.05
0.427,27.54,82.43,65.59,2.35
0.303,22.41,62.16,78.91,1.47
0.658,23.4,102.22,48.09,3.02
0.411,24.86,152.13,79.19,2.66
0.79,29.75,90.05,65.22,3.71
0.772,28.1,95.01,52.73,3.76
0.342,24.38,74.41,44.08,1.65
0.359,28.31,145.1,43.45,1.92
0.572,26.87,94.39,70.36,2.68
0.635,28.56,135.42,82.72,3.45
0.451,24.76,122.9,72.62,2.71
0.694,31.76,179.12,73.23,3.76
0.627,22.71,173.56,48.98,3.47
0.479,28.21,107.3,54.11,2.14
0.314,36.32,156.26,75.98,2.09
0.713,28.71,108.82,62.54,3.31
0.418,29.06,92.37,41.1,2.02
0.759,23.09,61.75,51.82,3.37
0.531,31.69,146.25,79.62,2.89
0.617,36.98,93.63,76.81,2.86
0.78,26.67,117.7,48.37,3.66
0.775,28.29,79.85,51.08,3.43
0.504,31.41,67.82,82.46,2.38
0.415,23.49,149.69,58.13,2.68
0.726,37.2,95.17,46.32,3.66
0.538,29.48,90.6,62.53,2.34
0.406,23.84,91.11,61.22,1.83
0.797,27.36,72.51,83.78,3.5
0.409,27.98,63.81,69.04,1.8
0.314,27.53,82.33,60.46,1.65
0.311,33.09,156.04,56.65,1.93
0.642,27.53,177.71,67.63,3.54
0.664,27.18,121.77,63.97,3.31
0.471,27.15,156.66,70.11,2.41
0.476,34.45,90.62,64.72,2.31
0.487,26.93,142.08,80.9,2.55
0.674,22.22,166.92,40.18,3.36
0.332,27.85,134.05,65.2,2.09
0.811,26.45,144.15,75.68,4.0
0.422,36.54,72.03,44.03,1.95
0.85,29.65,102.87,44.21,3.99
0.394,25.75,63.72,44.26,1.98
0.724,37.71,79.95,82.38,3.14
0.423,25.95,95.71,78.06,2.71
0.344,34.21,174.39,44.91,2.39
0.781,32.39,64.87,69.3,3.33
0.772,29.4,114.21,66.2,3.78
0.522,28.49,152.57,46.03,2.66
0.686,35.96,120.86,63.74,3.28
0.606,29.6,130.35,41.79,3.13
0.769,28.01,172.02,40.26,4.01
0.473,27.67,138.15,53.01,2.73
0.588,26.41,150.9,81.37,2.52
0.567,28.54,64.74,65.23,2.38
0.495,23.92,155.48,41.42,2.93
0.79,23.04,110.65,41.57,3.67
0.391,30.66,62.38,45.39,2.03
0.382,29.27,161.95,52.22,2.36
0.617,24.77,174.8,46.88,3.32
0.662,23.71,132.4,50.11,3.19
0.407,24.29,166.67,47.11,2.32
0.515,27.04,83.35,74.95,2.68
0.821,29.22,132.46,58.2,4.04
0.436,25.09,113.93,70.3,2.31
0.668,34.09,64.39,53.81,2.92
0.707,25.09,135.29,60.27,3.47
0.546,23.99,129.15,67.42,2.61
0.816,37.91,65.38,43.06,3.41
0.705,29.16,84.94,51.36,3.43
0.552,24.72,94.74,83.34,2.54
0.613,36.31,83.38,78.52,2.84
0.681,25.7,138.03,81.78,3.49
0.626,36.81,123.79,41.8,3.21
0.783,23.9,104.07,65.39,3.38
0.496,35.47,111.91,52.49,2.39
0.465,24.95,175.94,78.02,2.78
0.418,37.01,73.43,66.87,2.25
0.321,31.19,82.46,48.53,1.52
0.324,25.04,124.57,43.1,2.28
0.779,35.52,177.32,71.59,3.88
0.673,28.25,148.69,81.84,3.32
0.663,33.73,158.45,54.42,3.32
0.638,32.3,147.93,59.49,3.14
0.767,33.43,69.39,72.98,3.37
0.564,27.5,95.22,66.6,2.82
0.779,37.02,124.8,67.84,4.05
0.498,30.96,67.42,51.89,2.5
0.81,23.24,107.85,44.76,3.77
0.684,23.07,85.21,61.24,3.14
0.441,33.81,138.23,64.91,2.67
0.61,35.6,71.82,74.66,2.47
0.593,33.12,154.38,43.56,3.02
0.376,26.44,128.5,48.49,1.78
0.625,25.61,104.76,50.2,2.98
0.473,31.05,76.8,64.54,2.2
0.329,25.15,140.59,58.57,1.91
0.822,28.07,160.66,71.76,4.16
0.653,32.06,161.77,78.73,3.26
0.782,26.56,75.51,67.98,3.38
0.672,28.01,177.63,79.21,3.68
0.496,27.77,98.5,69.61,2.29
0.582,29.37,88.92,66.48,2.67
0.672,32.79,104.48,64.26,3.19
0.828,34.52,111.18,62.58,3.96
0.44,32.64,130.25,47.65,2.58
0.781,22.42,125.97,62.18,3.73
0.808,36.35,80.15,74.97,3.93
0.669,31.3,93.51,64.61,3.05
0.812,36.72,149.03,59.25,4.02
0.519,37.42,85.7,82.3,2.66
0.824,29.49,143.18,40.92,3.79
0.687,36.66,150.86,45.7,3.79
0.323,27.85,150.4,80.3,1.91
0.799,26.17,148.86,45.36,4.03
0.566,23.18,91.14,65.05,2.51
0.553,29.23,110.58,81.38,2.54
0.612,33.02,116.28,70.83,3.0
0.382,37.63,173.72,59.84,2.63
0.558,30.34,99.49,43.65,2.9
0.757,33.75,172.58,49.19,3.98
0.309,36.34,164.82,71.74,2.48
0.45,30.69,151.8,71.15,2.44
0.301,24.67,142.48,66.34,2.31
0.529,35.57,119.51,63.51,2.55
0.701,31.19,74.22,53.04,3.14
0.739,34.14,118.36,68.9,3.59
0.82,32.54,62.88,82.63,3.64
0.635,22.98,118.69,69.48,3.27
0.44,24.71,135.77,79.69,2.17
0.808,26.58,108.28,72.22,3.91
0.726,26.56,75.08,73.84,2.88
0.616,35.43,143.53,45.85,3.1
0.683,31.57,161.05,44.37,3.33
0.808,23.33,136.98,54.27,3.88
0.692,28.2,129.56,56.93,3.29
0.503,30.9,110.82,68.7,2.52
0.692,26.02,140.65,57.89,3.67
0.322,22.64,97.69,54.32,1.5
0.513,28.08,129.56,84.74,2.78
0.523,29.38,100.01,66.67,2.87
0.392,36.48,134.1,42.87,2.79
0.313,36.53,116.0,40.91,1.74
0.373,30.01,87.47,73.07,1.81
0.66,29.54,92.48,60.82,2.85
0.741,32.25,147.28,80.26,3.37
0.844,26.13,80.31,73.49,3.87
0.49,26.57,94.84,75.7,2.71
0.63,22.04,146.81,49.68,3.44
0.815,23.25,63.31,55.6,3.4
0.392,24.86,60.31,70.62,2.08
0.695,32.25,107.34,77.94,3.61
0.715,25.4,173.9,76.45,3.62
0.349,23.99,65.68,55.17,2.08
0.774,31.86,167.65,66.63,3.96
0.747,32.43,127.64,40.15,3.68
0.318,22.95,71.84,81.98,1.57
0.35,34.37,159.65,52.53,1.82
0.327,31.7,65.53,45.56,1.59
0.484,28.35,121.52,74.92,2.52
0.58,37.73,134.22,72.01,2.94
0.593,22.16,141.42,56.6,2.85
0.447,30.72,88.3,57.92,2.37
0.801,24.56,92.21,71.59,3.55
0.503,27.27,161.83,41.07,2.54
0.325,24.13,102.67,82.86,1.71
0.465,32.69,123.29,81.77,2.43
0.592,28.43,113.49,57.93,3.22
0.525,37.78,81.66,73.57,2.31
0.451,32.46,108.79,65.49,2.09
0.372,36.68,65.2,71.64,1.49
0.751,25.85,78.07,80.85,3.04
0.848,27.1,159.91,59.33,4.42
0.481,27.8,170.98,59.38,3.3
0.51,35.42,62.55,77.73,2.64
0.64,25.39,98.54,41.05,2.98
0.695,37.15,172.26,51.5,3.77
0.516,22.7,146.35,46.29,2.97
0.798,36.24,61.49,80.38,3.5
0.608,29.22,72.95,65.41,3.03
0.548,30.41,148.46,41.82,2.7
0.656,37.96,141.61,58.77,3.68
0.824,35.92,165.09,77.14,4.05
0.737,36.46,150.84,44.2,3.84
0.322,31.37,173.41,53.28,2.05
0.483,37.3,125.16,80.24,2.48
0.559,33.0,91.58,42.92,2.48
0.473,35.11,75.73,84.83,2.35
0.685,33.53,60.55,53.94,3.02
0.754,34.49,74.99,41.68,3.45
0.702,32.21,131.91,47.12,3.32
0.844,33.62,108.69,68.83,4.06
0.45,28.98,155.08,46.0,2.45
0.781,33.31,99.41,74.28,3.77
0.722,26.43,102.77,57.77,3.41
0.499,32.16,134.03,80.4,2.86
0.704,30.38,172.5,43.56,3.63
0.357,36.38,130.92,57.84,1.82
0.734,32.77,87.68,66.52,3.28
0.593,31.55,106.97,78.04,2.87
0.461,27.01,170.76,64.09,2.65
0.661,35.8,156.32,73.79,3.1
0.653,22.87,64.09,68.25,2.87
0.415,36.4,90.47,53.03,1.76
0.317,32.45,132.47,58.16,1.98
0.538,25.03,148.55,77.97,2.75
0.613,36.45,74.41,44.87,2.77
0.782,27.22,121.8,83.57,3.77
0.811,24.69,127.5,68.37,4.01
0.591,27.11,74.56,58.96,2.92
0.715,37.38,112.76,79.02,3.27
0.542,34.04,60.37,65.73,2.34
0.71,36.67,143.93,71.37,3.47
0.413,26.78,69.19,44.53,1.85
0.504,23.32,77.55,77.29,2.4
0.649,31.0,155.09,81.15,3.3
0.31,29.73,109.66,43.97,2.04
0.697,33.53,143.2,50.14,3.9
0.76,30.68,138.55,58.36,3.61
0.52,28.34,78.08,62.95,2.44
0.546,22.07,80.29,80.75,2.58
0.768,29.48,139.1,84.95,3.77
0.727,23.93,88.58,73.57,3.12
0.458,36.75,113.0,73.37,2.6
0.478,36.75,158.56,75.19,2.66
0.673,34.86,92.86,47.43,3.6
0.61,24.53,101.1,58.68,2.95
0.389,24.36,97.59,74.49,2.0
0.47,31.01,149.52,80.63,2.8
0.795,33.64,98.55,81.76,4.02
0.678,36.47,105.95,40.07,3.24
0.842,36.3,126.69,81.54,4.1
0.722,24.49,121.33,82.64,3.32
0.818,37.93,93.08,40.09,3.58
0.419,24.51,133.11,40.54,2.24
0.724,35.44,102.53,52.17,3.49
0.311,31.39,114.97,42.61,2.15
0.669,32.85,105.29,67.92,2.89
0.558,31.66,154.15,60.06,2.91
0.491,35.91,124.82,50.56,2.84
0.774,32.19,178.51,75.59,4.29
0.77,35.58,119.22,47.73,3.9
0.312,24.47,166.89,74.48,2.08
0.635,35.87,128.85,83.79,3.35
0.502,37.89,167.2,66.17,2.65
0.529,32.58,139.69,77.14,2.9
0.758,37.62,74.49,44.47,3.14
0.47,25.52,71.28,53.7,2.2
0.819,35.27,151.72,71.06,3.76
0.399,24.7,142.05,71.51,2.72
0.664,30.26,114.08,45.24,3.22
0.67,32.62,111.54,81.26,3.48
0.439,32.56,139.29,82.73,1.91
0.479,32.73,126.65,41.43,2.54
0.759,27.13,84.3,76.48,3.57
0.719,37.58,165.04,46.2,4.01
0.481,22.1,144.39,45.5,2.83
0.594,31.94,138.18,71.51,3.12
0.334,35.86,117.17,43.64,1.56
0.415,36.26,173.48,60.17,2.47
0.567,33.52,61.3,57.3,2.63
0.347,31.2,143.81,70.56,2.09
0.764,29.32,177.92,75.83,3.95
0.695,29.19,130.89,49.49,3.32
0.819,28.8,131.2,48.31,4.07
0.681,33.2,155.27,80.79,3.64
0.817,33.7,62.87,40.27,3.84
0.605,30.24,73.87,65.27,2.59
0.63,33.85,161.48,66.68,3.5
0.837,30.46,138.83,76.85,3.81
0.653,23.56,177.92,49.78,3.34
0.317,35.63,108.88,82.72,2.27
0.698,35.93,113.64,43.11,3.21
0.798,26.26,139.66,53.67,3.69
0.738,34.58,81.68,51.05,3.45
0.621,30.18,94.57,49.76,3.06
0.669,23.98,163.24,47.52,3.34
0.845,28.37,156.36,48.37,4.02
0.35,23.22,128.53,74.87,1.85
0.667,34.58,103.05,83.43,3.26
0.456,25.14,136.35,74.77,2.59
0.652,24.63,80.7,51.26,2.92
0.634,25.34,111.98,51.25,2.96
